lemma,pos,bci_av_id
abrir,PRON,15922
abriremos,VERB,15922
abrirla,VERB,15922
abrirlas,VERB,15922
abrirle,VERB,15922
abrirles,VERB,15922
abrirlo,VERB,15922
abrirlos,VERB,15922
abrirme,VERB,15922
abrirnos,VERB,15922
abriros,VERB,15922
abrirse,VERB,15922
abrirte,VERB,15922
abrirá,VERB,15922
abrirán,VERB,15922
abrirás,VERB,15922
abriré,VERB,15922
abriréis,VERB,15922
abriría,VERB,15922
abriríais,VERB,15922
abriríamos,VERB,15922
abrirían,VERB,15922
abrirías,VERB,15922
abriste,VERB,15922
abristeis,VERB,15922
abriéndola,VERB,15922
abriéndolas,VERB,15922
abriéndole,VERB,15922
abriéndoles,VERB,15922
abriéndolo,VERB,15922
abriéndolos,VERB,15922
abriéndome,VERB,15922
abriéndonos,VERB,15922
abriéndoos,VERB,15922
abriéndose,VERB,15922
abriéndote,VERB,15922
abriéramos,VERB,15922
abriéremos,VERB,15922
abriésemos,VERB,15922
abrió,VERB,15922
abro,VERB,15922
abrocha,VERB,14154
abrochaba,VERB,14154
abrochabais,VERB,14154
abrochaban,VERB,14154
abrochabas,VERB,14154
abrochad,VERB,14154
abrochada,VERB,14154
abrochadas,VERB,14154
abrochado,VERB,14154
abrochados,VERB,14154
abrochamos,VERB,14154
abrochan,VERB,14154
abrochando,VERB,14154
abrochaos,VERB,14154
abrochar,PRON,14154
abrochara,VERB,14154
abrocharais,VERB,14154
abrocharan,VERB,14154
abrocharas,VERB,14154
abrochare,VERB,14154
abrochareis,VERB,14154
abrocharemos,VERB,14154
abrocharen,VERB,14154
abrochares,VERB,14154
abrocharle,VERB,14154
abrocharles,VERB,14154
abrocharme,VERB,14154
abrocharnos,VERB,14154
abrocharon,VERB,14154
abrocharos,VERB,14154
abrocharse,VERB,14154
abrocharte,VERB,14154
abrochará,VERB,14154
abrocharán,VERB,14154
abrocharás,VERB,14154
abrocharé,VERB,14154
abrocharéis,VERB,14154
abrocharía,VERB,14154
abrocharíais,VERB,14154
abrocharíamos,VERB,14154
abrocharían,VERB,14154
abrocharías,VERB,14154
abrochas,VERB,14154
abrochase,VERB,14154
abrochaseis,VERB,14154
abrochasen,VERB,14154
abrochases,VERB,14154
abrochaste,VERB,14154
abrochasteis,VERB,14154
abroche,VERB,14154
abrochemos,VERB,14154
abrochen,VERB,14154
abroches,VERB,14154
abrocho,VERB,14154
abrochábamos,VERB,14154
abrocháis,VERB,14154
abrochándome,VERB,14154
abrochándonos,VERB,14154
abrochándoos,VERB,14154
abrochándose,VERB,14154
abrochándote,VERB,14154
abrocháramos,VERB,14154
abrocháremos,VERB,14154
abrochármela,VERB,14154
abrochármelas,VERB,14154
abrochármelo,VERB,14154
abrochármelos,VERB,14154
abrochárnosla,VERB,14154
abrochárnoslas,VERB,14154
abrochárnoslo,VERB,14154
abrochárnoslos,VERB,14154
abrochárosla,VERB,14154
abrochároslas,VERB,14154
abrochároslo,VERB,14154
abrochároslos,VERB,14154
abrochársela,VERB,14154
abrochárselas,VERB,14154
abrochárselo,VERB,14154
abrochárselos,VERB,14154
abrochártela,VERB,14154
abrochártelas,VERB,14154
abrochártelo,VERB,14154
abrochártelos,VERB,14154
abrochásemos,VERB,14154
abroché,VERB,14154
abrochéis,VERB,14154
abrochémonos,VERB,14154
abrochó,VERB,14154
abruptamente,ADJ,17452
abráis,VERB,15922
abrázala,VERB,14909
abrázalas,VERB,14909
abrázalo,VERB,14909
abrázalos,VERB,14909
abrázame,VERB,14909
abrázanos,VERB,14909
abrí,VERB,15922
abría,VERB,15922
abríais,VERB,15922
abríamos,VERB,15922
abrían,VERB,15922
abrías,VERB,15922
abrírmela,VERB,15922
abrírmelas,VERB,15922
abrírmelo,VERB,15922
abrírmelos,VERB,15922
abrírnosla,VERB,15922
abrírnoslas,VERB,15922
abrírnoslo,VERB,15922
abrírnoslos,VERB,15922
abrírosla,VERB,15922
abríroslas,VERB,15922
abríroslo,VERB,15922
abríroslos,VERB,15922
abrírsela,VERB,15922
abrírselas,VERB,15922
abrírselo,VERB,15922
abrírselos,VERB,15922
abrírtela,VERB,15922
abrírtelas,VERB,15922
abrírtelo,VERB,15922
abrírtelos,VERB,15922
abrís,VERB,15922
abróchate,VERB,14154
abróchense,VERB,14154
abróchese,VERB,14154
absorba,VERB,13940
absorbamos,VERB,13940
absorban,VERB,13940
absorbas,VERB,13940
absorbe,VERB,13940
absorbed,VERB,13940
absorbemos,VERB,13940
absorben,VERB,13940
absorber,PRON,13940
absorberemos,VERB,13940
absorberla,VERB,13940
absorberlas,VERB,13940
absorberle,VERB,13940
absorberles,VERB,13940
absorberlo,VERB,13940
absorberlos,VERB,13940
absorberme,VERB,13940
absorbernos,VERB,13940
absorberos,VERB,13940
absorberse,VERB,13940
absorberte,VERB,13940
absorberá,VERB,13940
absorberán,VERB,13940
absorberás,VERB,13940
absorberé,VERB,13940
absorberéis,VERB,13940
absorbería,VERB,13940
absorberíais,VERB,13940
absorberíamos,VERB,13940
absorberían,VERB,13940
absorberías,VERB,13940
absorbes,VERB,13940
absorbible/s,VERB,13940
absorbida,VERB,13940
absorbidas,VERB,13940
absorbido,VERB,13940
absorbidos,VERB,13940
absorbiendo,VERB,13940
absorbiera,VERB,13940
absorbierais,VERB,13940
absorbieran,VERB,13940
absorbieras,VERB,13940
absorbiere,VERB,13940
absorbiereis,VERB,13940
absorbieren,VERB,13940
absorbieres,VERB,13940
absorbieron,VERB,13940
absorbiese,VERB,13940
absorbieseis,VERB,13940
absorbiesen,VERB,13940
absorbieses,VERB,13940
absorbimos,VERB,13940
absorbiste,VERB,13940
absorbisteis,VERB,13940
absorbiéndola,VERB,13940
absorbiéndolas,VERB,13940
absorbiéndolo,VERB,13940
absorbiéndolos,VERB,13940
absorbiéndose,VERB,13940
absorbiéramos,VERB,13940
absorbiéremos,VERB,13940
absorbiésemos,VERB,13940
absorbió,VERB,13940
absorbo,VERB,13940
absorbáis,VERB,13940
absorbéis,VERB,13940
absorbí,VERB,13940
absorbía,VERB,13940
absorbíais,VERB,13940
absorbíamos,VERB,13940
absorbían,VERB,13940
absorbías,VERB,13940
abstemia,VERB,24306
abstemias,VERB,24306
abstemio,VERB,24306
abstemios,VERB,24306
abstenciones,VERB,21308
abstención,VERB,21308
abstinencia,VERB,12326
abstinencias,VERB,12326
abuela,PREP,14629
abuelas,VERB,14626
abuelo,PREP,14626
abuelos,VERB,14626
aburrida,VERB,24827
aburridas,VERB,24827
aburrido,ADJ,24827
aburridos,VERB,24827
abuso,VERB,12327
abuso infantil,VERB,13167
abuso sexual,VERB,16766
abusos,VERB,12327
acaba,VERB,14181
acababa,VERB,14181
acababais,VERB,14181
acababan,VERB,14181
acababas,VERB,14181
acabad,VERB,14181
acabada,VERB,14181
acabadas,VERB,14181
acabado,VERB,14181
acabados,VERB,14181
acabamos,VERB,14181
acaban,VERB,14181
acabando,VERB,14181
acabaos,VERB,14181
acabar,PRON,14181
acabara,VERB,14181
acabarais,VERB,14181
acabaran,VERB,14181
acabaras,VERB,14181
acabare,VERB,14181
acabareis,VERB,14181
acabaremos,VERB,14181
acabaren,VERB,14181
acabares,VERB,14181
acabarla,VERB,14181
acabarlas,VERB,14181
acabarlo,VERB,14181
acabarlos,VERB,14181
acabarme,VERB,14181
acabarnos,VERB,14181
acabaron,VERB,14181
acabaros,VERB,14181
acabarse,VERB,14181
acabarte,VERB,14181
acabará,VERB,14181
acabarán,VERB,14181
acabarás,VERB,14181
acabaré,VERB,14181
acabaréis,VERB,14181
acabaría,VERB,14181
acabaríais,VERB,14181
acabaríamos,VERB,14181
acabarían,VERB,14181
acabarías,VERB,14181
acabas,VERB,14181
acabase,VERB,14181
acabaseis,VERB,14181
acabasen,VERB,14181
acabases,VERB,14181
acabaste,VERB,14181
acabasteis,VERB,14181
acabe,VERB,14181
acabemos,VERB,14181
acaben,VERB,14181
acabes,VERB,14181
acabo,VERB,14181
acabábamos,VERB,14181
acabáis,VERB,14181
acabándola,VERB,14181
acabándolas,VERB,14181
acabándolo,VERB,14181
acabándolos,VERB,14181
acabándome,VERB,14181
acabándonos,VERB,14181
acabándoos,VERB,14181
acabándose,VERB,14181
acabándote,VERB,14181
acabáramos,VERB,14181
acabáremos,VERB,14181
acabármela,VERB,14181
acabármelas,VERB,14181
acabármelo,VERB,14181
acabármelos,VERB,14181
acabárnosla,VERB,14181
acabárnoslas,VERB,14181
acabárnoslo,VERB,14181
acabárnoslos,VERB,14181
acabárosla,VERB,14181
acabároslas,VERB,14181
acabároslo,VERB,14181
acabároslos,VERB,14181
acabársela,VERB,14181
acabárselas,VERB,14181
acabárselo,VERB,14181
acabárselos,VERB,14181
acabártela,VERB,14181
acabártelas,VERB,14181
acabártelo,VERB,14181
acabártelos,VERB,14181
acabásemos,VERB,14181
acabé,VERB,14181
acabéis,VERB,14181
acabémonos,VERB,14181
acabó,VERB,14181
académica,VERB,21559
académicas,VERB,21559
académico,PREP,21559
académicos,VERB,21559
acaricia,VERB,17443
acariciaba,VERB,17443
acariciabais,VERB,17443
acariciaban,VERB,17443
acariciabas,VERB,17443
acariciad,VERB,17443
acariciada,VERB,17443
acariciadas,VERB,17443
acariciadle,VERB,17443
acariciadles,VERB,17443
acariciadme,VERB,17443
acariciadnos,VERB,17443
acariciado,VERB,17443
acariciados,VERB,17443
acariciamos,VERB,17443
acarician,VERB,17443
acariciando,VERB,17443
acariciar,PRON,17443
acariciara,VERB,17443
acariciarais,VERB,17443
acariciaran,VERB,17443
acariciaras,VERB,17443
acariciare,VERB,17443
acariciareis,VERB,17443
acariciaremos,VERB,17443
acariciaren,VERB,17443
acariciares,VERB,17443
acariciarla,VERB,17443
acariciarlas,VERB,17443
acariciarle,VERB,17443
acariciarles,VERB,17443
acariciarlo,VERB,17443
acariciarlos,VERB,17443
acariciarme,VERB,17443
acariciarnos,VERB,17443
acariciaron,VERB,17443
acariciaros,VERB,17443
acariciarse,VERB,17443
acariciarte,VERB,17443
acariciará,VERB,17443
acariciarán,VERB,17443
acariciarás,VERB,17443
acariciaré,VERB,17443
acariciaréis,VERB,17443
acariciaría,VERB,17443
acariciaríais,VERB,17443
acariciaríamos,VERB,17443
acariciarían,VERB,17443
acariciarías,VERB,17443
acaricias,VERB,17443
acariciase,VERB,17443
acariciaseis,VERB,17443
acariciasen,VERB,17443
acariciases,VERB,17443
acariciaste,VERB,17443
acariciasteis,VERB,17443
acaricie,VERB,17443
acariciemos,VERB,17443
acaricien,VERB,17443
acaricies,VERB,17443
acaricio,VERB,17443
acariciábamos,VERB,17443
acariciáis,VERB,17443
acariciándola,VERB,17443
acariciándolas,VERB,17443
acariciándole,VERB,17443
acariciándoles,VERB,17443
acariciándolo,VERB,17443
acariciándolos,VERB,17443
acariciándome,VERB,17443
acariciándomela,VERB,17443
acariciándomelas,VERB,17443
acariciándomelo,VERB,17443
acariciándomelos,VERB,17443
acariciándonos,VERB,17443
acariciándonosla,VERB,17443
acariciándonoslas,VERB,17443
acariciándonoslo,VERB,17443
acariciándonoslos,VERB,17443
acariciándoos,VERB,17443
acariciándoosla,VERB,17443
acariciándooslas,VERB,17443
acariciándooslo,VERB,17443
acariciándooslos,VERB,17443
acariciándose,VERB,17443
acariciándosela,VERB,17443
acariciándoselas,VERB,17443
acariciándoselo,VERB,17443
acariciándoselos,VERB,17443
acariciándote,VERB,17443
acariciándotela,VERB,17443
acariciándotelas,VERB,17443
acariciándotelo,VERB,17443
acariciándotelos,VERB,17443
acariciáramos,VERB,17443
acariciáremos,VERB,17443
acariciásemos,VERB,17443
acaricié,VERB,17443
acariciéis,VERB,17443
acarició,VERB,17443
acaríciale,VERB,17443
acaríciales,VERB,17443
acaríciame,VERB,17443
acarícianos,VERB,17443
accesibilidad,VERB,25002
accesibilidades,VERB,25002
accesible,ADJ,25003
accesibles,VERB,25003
acceso,PRON,25001
accesoria,VERB,12328
accesorias,VERB,12328
accesorio,VERB,12328
accesorios,VERB,12328
accesos,VERB,25001
accidente,VERB,12329
accidente automovilístico,VERB,13438
accidente aéreo,VERB,13437
accidentes,VERB,12329
acciones,VERB,12334
acción,VERB,12334
acción a favor de,VERB,23007
acción de gracias,VERB,17534
aceituna,VERB,15917
aceitunas,VERB,15917
acera,VERB,24209
aceras,VERB,24209
acercarse,PRON,13383
acero,VERB,17258
acné,VERB,12332
acnés,VERB,12332
acolchado,VERB,12854
acolchados,VERB,12854
aconseja,VERB,12346
aconsejaba,VERB,12346
aconsejabais,VERB,12346
aconsejaban,VERB,12346
aconsejabas,VERB,12346
aconsejable/s,VERB,12346
aconsejad,VERB,12346
aconsejada,VERB,12346
aconsejadas,VERB,12346
aconsejado,VERB,12346
aconsejados,VERB,12346
aconsejamos,VERB,12346
aconsejan,VERB,12346
aconsejando,VERB,12346
aconsejar,PRON,12346
aconsejara,VERB,12346
aconsejarais,VERB,12346
aconsejaran,VERB,12346
aconsejaras,VERB,12346
aconsejare,VERB,12346
aconsejareis,VERB,12346
aconsejaremos,VERB,12346
aconsejaren,VERB,12346
aconsejares,VERB,12346
aconsejarla,VERB,12346
aconsejarlas,VERB,12346
aconsejarle,VERB,12346
aconsejarles,VERB,12346
aconsejarlo,VERB,12346
aconsejarlos,VERB,12346
aconsejarme,VERB,12346
aconsejarnos,VERB,12346
aconsejaron,VERB,12346
aconsejaros,VERB,12346
aconsejarse,VERB,12346
aconsejarte,VERB,12346
aconsejará,VERB,12346
aconsejarán,VERB,12346
aconsejarás,VERB,12346
aconsejaré,VERB,12346
aconsejaréis,VERB,12346
aconsejaría,VERB,12346
aconsejaríais,VERB,12346
aconsejaríamos,VERB,12346
aconsejarían,VERB,12346
aconsejarías,VERB,12346
aconsejas,VERB,12346
aconsejase,VERB,12346
aconsejaseis,VERB,12346
aconsejasen,VERB,12346
aconsejases,VERB,12346
aconsejaste,VERB,12346
aconsejasteis,VERB,12346
aconseje,VERB,12346
aconsejemos,VERB,12346
aconsejen,VERB,12346
aconsejes,VERB,12346
aconsejo,VERB,12346
aconsejábamos,VERB,12346
aconsejáis,VERB,12346
aconsejándola,VERB,12346
aconsejándolas,VERB,12346
aconsejándole,VERB,12346
aconsejándoles,VERB,12346
aconsejándolo,VERB,12346
aconsejándolos,VERB,12346
aconsejándome,VERB,12346
aconsejándonos,VERB,12346
aconsejándoos,VERB,12346
aconsejándose,VERB,12346
aconsejándote,VERB,12346
aconsejáramos,VERB,12346
aconsejáremos,VERB,12346
aconsejásemos,VERB,12346
aconsejé,VERB,12346
aconsejéis,VERB,12346
aconsejó,VERB,12346
aconséjele,VERB,12346
aconséjeles,VERB,12346
aconséjeme,VERB,12346
aconséjenle,VERB,12346
aconséjenles,VERB,12346
aconséjenme,VERB,12346
aconséjennos,VERB,12346
aconséjenos,VERB,12346
acontecimiento,VERB,12329
acontecimientos,VERB,12329
acontecimientos actuales,VERB,13625
acordaba,VERB,12353
acordabais,VERB,12353
acordaban,VERB,12353
acordabas,VERB,12353
acordad,VERB,12353
acordada,VERB,12353
acordadas,VERB,12353
acordado,ADJ,24808
acordados,VERB,12353
acordamos,VERB,12353
acordando,VERB,12353
acordaos,VERB,12353
acordar,PRON,12353
acordara,VERB,12353
acordarais,VERB,12353
acordaran,VERB,12353
acordaras,VERB,12353
acordare,VERB,12353
acordareis,VERB,12353
acordaremos,VERB,12353
acordaren,VERB,12353
acordares,VERB,12353
acordarla,VERB,12353
acordarlas,VERB,12353
acordarle,VERB,12353
acordarles,VERB,12353
acordarlo,VERB,12353
acordarlos,VERB,12353
acordarme,VERB,12353
acordarnos,VERB,12353
acordaron,VERB,12353
acordaros,VERB,12353
acordarse,VERB,12353
acordarte,VERB,12353
acordará,VERB,12353
acordarán,VERB,12353
acordarás,VERB,12353
acordaré,VERB,12353
acordaréis,VERB,12353
acordaría,VERB,12353
acordaríais,VERB,12353
acordaríamos,VERB,12353
acordarían,VERB,12353
acordarías,VERB,12353
acordase,VERB,12353
acordaseis,VERB,12353
acordasen,VERB,12353
acordases,VERB,12353
acordaste,VERB,12353
acordasteis,VERB,12353
acordemos,VERB,12353
acordeones,VERB,23802
acordeón,VERB,23802
acordábamos,VERB,12353
acordáis,VERB,12353
acordándole,VERB,12353
acordándoles,VERB,12353
acordándome,VERB,12353
acordándonos,VERB,12353
acordándoos,VERB,12353
acordándose,VERB,12353
acordándote,VERB,12353
acordáramos,VERB,12353
acordáremos,VERB,12353
acordásemos,VERB,12353
acordé,VERB,12353
acordéis,VERB,12353
acordémonos,VERB,12353
acordó,VERB,12353
acoso,VERB,14677
acoso sexual,VERB,16766
acostarse,PRON,15205
acrobacia,VERB,24002
acrobacias,VERB,24002
acróbata,PREP,24001
acróbatas,VERB,24001
actas,VERB,24696
activa,ADJ,12336
actividad,VERB,12335
actividad sexual,VERB,24257
actividades,VERB,12335
activo,ADJ,12336
activos,VERB,12336
acto,VERB,12334
actos,VERB,12334
actuaba,VERB,23609
actuabais,VERB,23609
actuaban,VERB,23609
actuabas,VERB,23609
actuaciones,VERB,23610
actuación,VERB,23610
actuad,VERB,23609
actuada,VERB,23609
actuadas,VERB,23609
actuado,VERB,23609
actuados,VERB,23609
actual,ADJ,13624
actuales,VERB,13624
actuamos,VERB,23609
actuando,VERB,23609
actuar,PRON,23609
actuar a favor de,PRON,23005
actuara,VERB,23609
actuarais,VERB,23609
actuaran,VERB,23609
actuaras,VERB,23609
actuare,VERB,23609
actuareis,VERB,23609
actuaremos,VERB,23609
actuaren,VERB,23609
actuares,VERB,23609
actuarla,VERB,23609
actuarlas,VERB,23609
actuarlo,VERB,23609
actuarlos,VERB,23609
actuaron,VERB,23609
actuarse,VERB,23609
actuará,VERB,23609
actuarán,VERB,23609
actuarás,VERB,23609
actuaré,VERB,23609
actuaréis,VERB,23609
actuaría,VERB,23609
actuaríais,VERB,23609
actuaríamos,VERB,23609
actuarían,VERB,23609
actuarías,VERB,23609
actuase,VERB,23609
actuaseis,VERB,23609
actuasen,VERB,23609
actuases,VERB,23609
actuaste,VERB,23609
actuasteis,VERB,23609
actuemos,VERB,23609
actuábamos,VERB,23609
actuáis,VERB,23609
actuándose,VERB,23609
actuáramos,VERB,23609
actuáremos,VERB,23609
actuásemos,VERB,23609
actué,VERB,23609
actuéis,VERB,23609
actuó,VERB,23609
actúa,VERB,23609
actúan,VERB,23609
actúas,VERB,23609
actúe,VERB,23609
actúen,VERB,23609
actúes,VERB,23609
actúo,VERB,23609
acuario,VERB,22647
acuarios,VERB,22647
acuerda,VERB,12353
acuerdan,VERB,12353
acuerdas,VERB,12353
acuerde,VERB,12353
acuerden,VERB,12353
acuerdes,VERB,12353
acuerdo,VERB,12354
acuerdos,VERB,12354
acuosa,VERB,18226
acuosas,VERB,18226
acuoso,ADJ,18226
acuosos,VERB,18226
acupunturista,PREP,21605
acusa,VERB,23003
acusaba,VERB,23003
acusabais,VERB,23003
acusaban,VERB,23003
acusabas,VERB,23003
acusable/s,VERB,23003
acusaciones,VERB,23001
acusación,VERB,23001
acusad,VERB,23003
acusada,VERB,23003
acusadas,VERB,23003
acusado,VERB,23003
acusados,VERB,23003
acusamos,VERB,23003
acusan,VERB,23003
acusando,VERB,23003
acusar,PRON,23003
acusara,VERB,23003
acusarais,VERB,23003
acusaran,VERB,23003
acusaras,VERB,23003
acusare,VERB,23003
acusareis,VERB,23003
acusaremos,VERB,23003
acusaren,VERB,23003
acusares,VERB,23003
acusarla,VERB,23003
acusarlas,VERB,23003
acusarle,VERB,23003
acusarles,VERB,23003
acusarlo,VERB,23003
acusarlos,VERB,23003
acusarme,VERB,23003
acusarnos,VERB,23003
acusaron,VERB,23003
acusaros,VERB,23003
acusarse,VERB,23003
acusarte,VERB,23003
acusará,VERB,23003
acusarán,VERB,23003
acusarás,VERB,23003
acusaré,VERB,23003
acusaréis,VERB,23003
acusaría,VERB,23003
acusaríais,VERB,23003
acusaríamos,VERB,23003
acusarían,VERB,23003
acusarías,VERB,23003
acusas,VERB,23003
acusase,VERB,23003
acusaseis,VERB,23003
acusasen,VERB,23003
acusases,VERB,23003
acusaste,VERB,23003
acusasteis,VERB,23003
acuse,VERB,23003
acusemos,VERB,23003
acusen,VERB,23003
acuses,VERB,23003
acuso,VERB,23003
acusábamos,VERB,23003
acusáis,VERB,23003
acusándola,VERB,23003
acusándolas,VERB,23003
acusándole,VERB,23003
acusándoles,VERB,23003
acusándolo,VERB,23003
acusándolos,VERB,23003
acusándome,VERB,23003
acusándonos,VERB,23003
acusándoos,VERB,23003
acusándose,VERB,23003
acusándote,VERB,23003
acusáramos,VERB,23003
acusáremos,VERB,23003
acusásemos,VERB,23003
acusé,VERB,23003
acuséis,VERB,23003
acusó,VERB,23003
acuérdate,VERB,12353
acuérdense,VERB,12353
acuérdese,VERB,12353
acábate,VERB,14181
acábense,VERB,14181
acábese,VERB,14181
acúseme,VERB,23003
acúsenme,VERB,23003
acúsennos,VERB,23003
acúsenos,VERB,23003
adanes,VERB,21063
adaptador,VERB,24628
adaptadores,VERB,24628
adar,VERB,12337
adelante y atrás,NOUN,12610
además,NOUN,12374
adentro,NOUN,14932
adentros,VERB,14932
aderezo,VERB,16723
aderezos,VERB,16723
adicciones,VERB,24404
adicción,VERB,24404
adicción a las drogas,VERB,24435
adicción al alcohol,VERB,24406
adicción al tabaco,VERB,24512
adiciones,VERB,12339
adición,VERB,12339
adicta,VERB,24403
adictas,VERB,24403
adicto,PREP,24403
adicto a las drogas,PREP,24434
adictos,VERB,24403
adiestramiento,VERB,22097
adiestramientos,VERB,22097
aditivo,VERB,24003
aditivos,VERB,24003
adivina,VERB,14651
adivinaba,VERB,14651
adivinabais,VERB,14651
adivinaban,VERB,14651
adivinabas,VERB,14651
adivinación/s,VERB,14651
adivinad,VERB,14651
adivinada,VERB,14651
adivinadas,VERB,14651
adivinadla,VERB,14651
adivinadlas,VERB,14651
adivinadlo,VERB,14651
adivinadlos,VERB,14651
adivinado,VERB,14651
adivinados,VERB,14651
adivinamos,VERB,14651
adivinan,VERB,14651
adivinando,VERB,14651
adivinar,PRON,14651
adivinara,VERB,14651
adivinarais,VERB,14651
adivinaran,VERB,14651
adivinaras,VERB,14651
adivinare,VERB,14651
